url,titulo,desconto,precoOriginal,precoAVista,precoAPrazo,descricao,images,atributos
www.netshoes.com.br/tenis-nike-revolution-6-next-nature-masculino-2IC-5000-006,Tênis Nike Revolution 6 Next Nature Masculino - Preto,30,399.99,279.99,279.99,"CONFORTO VERSÁTIL COM AMORTECIMENTO FLEXÍVEL.Defina o ritmo no início da sua corrida com a sensação de maciez do Nike Revolution 6 Next Nature. Sabemos que o conforto é a chave para uma corrida bem-sucedida, então adicionamos amortecimento e flexibilidade para uma passada mais macia. É a evolução de um favorito com design ventilado, feito com pelo menos 20% de conteúdo reciclado por peso.Design simplesA tela macia é colocada no antepé e ao longo da boca para uma sensação de conforto. Os revestimenos adicionais acrescentam durabilidade.Mais flexibilidadeUma entressola de espuma oferece uma passada mais suave que a do Revolution 5. A sola tem um design computadorizado que cria um efeito natural de pistão enquanto você corre, proporcionando mais amortecimento e flexibilidade. Elas se combinam para uma tração durável.Toque intuitivoOs pontos de toque no calcanhar e na língua criam uma sensação natural ao calçar e remover o tênis.","[""https://static.netshoes.com.br/produtos/tenis-nike-revolution-6-next-nature-masculino/06/2IC-5000-006/2IC-5000-006_zoom1.jpg?ts=1681309369&"",""https://static.netshoes.com.br/produtos/tenis-nike-revolution-6-next-nature-masculino/06/2IC-5000-006/2IC-5000-006_zoom2.jpg?ts=1681309369&"",""https://static.netshoes.com.br/produtos/tenis-nike-revolution-6-next-nature-masculino/06/2IC-5000-006/2IC-5000-006_zoom3.jpg?ts=1681309369&"",""https://static.netshoes.com.br/produtos/tenis-nike-revolution-6-next-nature-masculino/06/2IC-5000-006/2IC-5000-006_zoom4.jpg?ts=1681309369&"",""https://static.netshoes.com.br/produtos/tenis-nike-revolution-6-next-nature-masculino/06/2IC-5000-006/2IC-5000-006_zoom5.jpg?ts=1681309369&"",""https://static.netshoes.com.br/produtos/tenis-nike-revolution-6-next-nature-masculino/06/2IC-5000-006/2IC-5000-006_zoom6.jpg?ts=1681309369&""]","{""Nome"":""Tênis Nike Revolution 6 Next Nature Masculino"",""Gênero"":""Masculino"",""Indicado para"":""Dia a Dia"",""Modelo"":""revolution"",""Terreno"":""Rua ou Esteira"",""Marca"":""Nike""}"
www.netshoes.com.br/tenis-oakley-stratus-PFN-1494-006,Tênis Oakley Stratus - Preto,44,649.99,341.99,359.99,"O Tênis Oakley Stratus é a escolha ideal para quem busca um tênis robusto para o dia a dia. O cabedal é confeccionado em material sintético para firmeza e resistência, forro levemente acolchoado, tira de fácil calce e palmilha macia que fornece conforto. Enquanto a entressola reforçada em espuma garante leve amortecimento e estabilidade. Compre já esse tênis casual masculino e desbrave as ruas usando Oakley! *Este produto possui forma pequena, para um melhor ajuste nos pés, recomendamos a compra de um tamanho maior do que o seu usual","[""https://static.netshoes.com.br/produtos/tenis-oakley-stratus/06/PFN-1494-006/PFN-1494-006_zoom1.jpg?ts=1682533945&"",""https://static.netshoes.com.br/produtos/tenis-oakley-stratus/06/PFN-1494-006/PFN-1494-006_zoom2.jpg?ts=1682533945&"",""https://static.netshoes.com.br/produtos/tenis-oakley-stratus/06/PFN-1494-006/PFN-1494-006_zoom3.jpg?ts=1682533945&"",""https://static.netshoes.com.br/produtos/tenis-oakley-stratus/06/PFN-1494-006/PFN-1494-006_zoom4.jpg?ts=1682533945&"",""https://static.netshoes.com.br/produtos/tenis-oakley-stratus/06/PFN-1494-006/PFN-1494-006_zoom5.jpg?ts=1682533945&"",""https://static.netshoes.com.br/produtos/tenis-oakley-stratus/06/PFN-1494-006/PFN-1494-006_zoom6.jpg?ts=1682533945&"",""https://static.netshoes.com.br/produtos/tenis-oakley-stratus/06/PFN-1494-006/PFN-1494-006_zoom7.jpg?ts=1682533945&"",""https://static.netshoes.com.br/produtos/tenis-oakley-stratus/06/PFN-1494-006/PFN-1494-006_zoom8.jpg?ts=1682533945&""]","{""Nome"":""Tênis Oakley Stratus"",""Gênero"":""Unissex"",""Departamento BS"":""Esporte"",""Indicado para"":""Dia a Dia"",""Estilo da Peça"":""Com logo"",""Material"":""Sintético"",""Material Interno"":""Têxtil"",""Altura do Cano"":""Cano Baixo"",""Fechamento"":""Cadarço"",""Solado"":""Borracha"",""Importante"":""Possui forma pequena, para um melhor ajuste nos pés, recomendamos a compra de um tamanho maior do que o seu usual."",""Peso do Produto"":""353 g (O peso do produto varia de acordo com a numeração)"",""Garantia do Fabricante"":""Contra defeito de fabricação"",""Origem"":""Nacional"",""Marca"":""Oakley""}"
www.netshoes.com.br/tenis-adidas-lite-racer-3-0-masculino-3ZP-3551-026,Tênis Adidas Lite Racer 3 0 Masculino - Preto+Branco,33,299.99,199.99,199.99,"Ideal para o dia a dia, o Tênis Lite Racer 3 0 Masculino pode ser o seu novo tênis casual favorito! Ele garante conforto aos pés, maciez e versatilidade para suas combinações urbanas com toque esportivo. Não é recomendado praticar atividades físicas com ele. Seu cabedal é respirável, com forro acolchoado e traz as três listras icônicas da marca. Além disso, é de peso leve e com excelente custo-benefício, redução de costuras e calce facilitado. Peça já o seu tênis masculino!","[""https://static.netshoes.com.br/produtos/tenis-adidas-lite-racer-3-0-masculino/26/3ZP-3551-026/3ZP-3551-026_zoom1.jpg?ts=1638209514&"",""https://static.netshoes.com.br/produtos/tenis-adidas-lite-racer-3-0-masculino/26/3ZP-3551-026/3ZP-3551-026_zoom2.jpg?ts=1638209514&"",""https://static.netshoes.com.br/produtos/tenis-adidas-lite-racer-3-0-masculino/26/3ZP-3551-026/3ZP-3551-026_zoom3.jpg?ts=1638209514&"",""https://static.netshoes.com.br/produtos/tenis-adidas-lite-racer-3-0-masculino/26/3ZP-3551-026/3ZP-3551-026_zoom4.jpg?ts=1638209514&"",""https://static.netshoes.com.br/produtos/tenis-adidas-lite-racer-3-0-masculino/26/3ZP-3551-026/3ZP-3551-026_zoom5.jpg?ts=1638209514&"",""https://static.netshoes.com.br/produtos/tenis-adidas-lite-racer-3-0-masculino/26/3ZP-3551-026/3ZP-3551-026_zoom6.jpg?ts=1638209514&"",""https://static.netshoes.com.br/produtos/tenis-adidas-lite-racer-3-0-masculino/26/3ZP-3551-026/3ZP-3551-026_zoom7.jpg?ts=1638209514&"",""https://static.netshoes.com.br/produtos/tenis-adidas-lite-racer-3-0-masculino/26/3ZP-3551-026/3ZP-3551-026_zoom8.jpg?ts=1638209514&""]","{""Nome"":""Tênis Adidas Lite Racer 3 0 Masculino"",""Gênero"":""Masculino"",""Departamento BS"":""Esporte"",""Indicado para"":""Dia a Dia"",""Estilo da Peça"":""Lisa"",""Material"":""Têxtil"",""Material Interno"":""Têxtil"",""Altura do Cano"":""Cano Baixo"",""Fechamento"":""Cadarço"",""Solado"":""Borracha"",""Peso do Produto"":""235 g (O peso do produto varia de acordo com a númeração)"",""Garantia do Fabricante"":""Contra defeito de fabricação"",""Origem"":""Nacional"",""Marca"":""Adidas""}"
www.netshoes.com.br/tenis-puma-flyer-runner-bdp-feminino-2I3-3723-234,Tênis Puma FLYER RUNNER BDP Feminino - Preto,23,299.99,218.49,229.99,"Saia para correr com o Tênis Puma Feminino! Conta com material macio e respirável garantindo conforto e liberdade para os seus treinos, corridas leves e caminhadas. Aposte na Puma para mais atitude na suas combinações. *Para um melhor ajuste nos pés, recomendamos a compra de um tamanho menor do que o seu usual. Forma grande.","[""https://static.netshoes.com.br/produtos/tenis-puma-flyer-runner-bdp-feminino/34/2I3-3723-234/2I3-3723-234_zoom1.jpg?ts=1660568446&"",""https://static.netshoes.com.br/produtos/tenis-puma-flyer-runner-bdp-feminino/34/2I3-3723-234/2I3-3723-234_zoom2.jpg?ts=1660568446&"",""https://static.netshoes.com.br/produtos/tenis-puma-flyer-runner-bdp-feminino/34/2I3-3723-234/2I3-3723-234_zoom3.jpg?ts=1660568446&"",""https://static.netshoes.com.br/produtos/tenis-puma-flyer-runner-bdp-feminino/34/2I3-3723-234/2I3-3723-234_zoom4.jpg?ts=1660568446&"",""https://static.netshoes.com.br/produtos/tenis-puma-flyer-runner-bdp-feminino/34/2I3-3723-234/2I3-3723-234_zoom5.jpg?ts=1660568446&""]","{""Nome"":""Tênis Puma FLYER RUNNER BDP Feminino"",""Gênero"":""Feminino"",""Indicado para"":""Dia a Dia"",""Material"":""Têxtil"",""Composição"":""Cabedal: Têxtil e mesh; Entressola: EVA para amortimento; Solado: Aplicações em borracha em pontos estratégicos para durabilidade"",""Importante"":""Para um melhor ajuste nos pés, recomendamos a compra de um tamanho menor do que o seu usual. Forma grande."",""Garantia do Fabricante"":""Contra defeito de fabricação"",""Origem"":""Nacional"",""Marca"":""Puma""}"
www.netshoes.com.br/tenis-olympikus-estilo-2I2-4987-172,Tênis Olympikus Estilo - Preto+Cinza,36,249.99,159.99,159.99,"Renovar a sua gama de acessórios nunca foi tão fácil! Feito em material de alta qualidade, o calçado é ideal para garantir praticidade, beleza e comodidade para o dia a dia. Compre agora!","[""https://static.netshoes.com.br/produtos/tenis-olympikus-estilo/72/2I2-4987-172/2I2-4987-172_zoom1.jpg?ts=1655234018&"",""https://static.netshoes.com.br/produtos/tenis-olympikus-estilo/72/2I2-4987-172/2I2-4987-172_zoom2.jpg?ts=1655234018&"",""https://static.netshoes.com.br/produtos/tenis-olympikus-estilo/72/2I2-4987-172/2I2-4987-172_zoom3.jpg?ts=1655234018&"",""https://static.netshoes.com.br/produtos/tenis-olympikus-estilo/72/2I2-4987-172/2I2-4987-172_zoom4.jpg?ts=1655234018&"",""https://static.netshoes.com.br/produtos/tenis-olympikus-estilo/72/2I2-4987-172/2I2-4987-172_zoom5.jpg?ts=1655234018&""]","{""Nome"":""Tênis Olympikus Estilo"",""Gênero"":""Unissex"",""Indicado para"":""Dia a Dia"",""Garantia do Fabricante"":""Contra defeito de fabricação"",""Origem"":""Nacional"",""Marca"":""Olympikus""}"
www.netshoes.com.br/tenis-olympikus-venus-2-feminino-2I2-4305-006,Tênis Olympikus Venus 2 Feminino - Preto,33,179.99,119.99,119.99,"Aposte no conforto e qualidade do novo Tênis de Corrida Feminino da Olympikus para te acompanhar nos seus treinos diários. Com design moderno, o running indicado para caminhadas e corridas leves possui cabedal fabricado com material leve e respirável que garante mais frescor durante o uso. O calcanhar é acolchoado e oferece suporte aos pés enquanto o cadarço garante ajuste eficaz. A entressola em EVA conta com tecnologia que proporciona alto nível de maciez entre uma passada e outra; e o solado de borracha proporciona aderência e tração por onde você passar. Indicado para corredoras de pisada neutra, o Tênis Olympikus Feminino acompanha as corredoras mais ambiciosas na busca pelo melhor pace. Aproveite!","[""https://static.netshoes.com.br/produtos/tenis-olympikus-venus-2-feminino/06/2I2-4305-006/2I2-4305-006_zoom1.jpg?ts=1680122607&"",""https://static.netshoes.com.br/produtos/tenis-olympikus-venus-2-feminino/06/2I2-4305-006/2I2-4305-006_zoom2.jpg?ts=1680122607&"",""https://static.netshoes.com.br/produtos/tenis-olympikus-venus-2-feminino/06/2I2-4305-006/2I2-4305-006_zoom3.jpg?ts=1680122607&"",""https://static.netshoes.com.br/produtos/tenis-olympikus-venus-2-feminino/06/2I2-4305-006/2I2-4305-006_zoom4.jpg?ts=1680122607&"",""https://static.netshoes.com.br/produtos/tenis-olympikus-venus-2-feminino/06/2I2-4305-006/2I2-4305-006_zoom5.jpg?ts=1680122607&""]","{""Nome"":""Tênis Olympikus Venus 2 Feminino"",""Gênero"":""Feminino"",""Indicado para"":""Dia a Dia"",""Material"":""Sintético e Têxtil"",""Categoria"":""Caminhada"",""Composição"":""Cabedal: Sintético com parte interna têxtil, calcanhar acolchoado e fecho  em cadarço; Entressola: EVA; Solado: Borracha"",""Tecnologia"":""EVAsense, High Frequency"",""Pisada"":""Neutra"",""Definição da Tecnologia"":""EVA macio e expandido que proporciona mais conforto, flexibilidade e leveza à pisada"",""Garantia do Fabricante"":""Contra defeito de fabricação"",""Origem"":""Nacional"",""Marca"":""Olympikus""}"
www.netshoes.com.br/tenis-adidas-grand-court-base-feminino-FB8-5623-014,Tênis Adidas Grand Court Base Feminino - Branco,27,329.99,227.99,239.99,"É tendência que você busca? O Tênis Adidas Grand Court Base é a aposta certa para você marcar presença nessa estação. Com design urbano, é inspirado nas quadras e repagina a silhueta clássica, oferecendo conforto e estilo para todos os momentos. Conta com fechamento por cadarço, palmilha super macia, calcanhar acolchoado para maior conforto e exibe as clássicas listras na lateral com um toque extra de produção fashion. Combine com looks casuais ou festivos. Você sempre na moda!","[""https://static.netshoes.com.br/produtos/tenis-adidas-grand-court-base-feminino/14/FB8-5623-014/FB8-5623-014_zoom1.jpg?ts=1673014021&"",""https://static.netshoes.com.br/produtos/tenis-adidas-grand-court-base-feminino/14/FB8-5623-014/FB8-5623-014_zoom2.jpg?ts=1673014021&"",""https://static.netshoes.com.br/produtos/tenis-adidas-grand-court-base-feminino/14/FB8-5623-014/FB8-5623-014_zoom3.jpg?ts=1673014021&"",""https://static.netshoes.com.br/produtos/tenis-adidas-grand-court-base-feminino/14/FB8-5623-014/FB8-5623-014_zoom4.jpg?ts=1673014021&"",""https://static.netshoes.com.br/produtos/tenis-adidas-grand-court-base-feminino/14/FB8-5623-014/FB8-5623-014_zoom5.jpg?ts=1673014021&""]","{""Nome"":""Tênis Adidas Grand Court Base Feminino"",""Gênero"":""Feminino"",""Departamento BS"":""Esporte"",""Indicado para"":""Dia a Dia"",""Estilo da Peça"":""Com logo"",""Material"":""Sintético"",""Material Interno"":""Têxtil"",""Altura do Cano"":""Cano Baixo"",""Fechamento"":""Cadarço"",""Solado"":""Borracha"",""Peso do Produto"":""345 g (O peso do produto  varia de acordo com a numeração)"",""Garantia do Fabricante"":""Contra defeito de fabricação"",""Origem"":""Nacional"",""Marca"":""Adidas""}"
www.netshoes.com.br/tenis-adidas-runfalcon-30-masculino-FB8-4501-026,Tênis Adidas Runfalcon 3.0 Masculino - Preto+Branco,35,399.99,246.99,259.99,Tênis Adidas Runfalcon 3.0 Masculino,"[""https://static.netshoes.com.br/produtos/tenis-adidas-runfalcon-30-masculino/26/FB8-4501-026/FB8-4501-026_zoom1.jpg?ts=1669728118&"",""https://static.netshoes.com.br/produtos/tenis-adidas-runfalcon-30-masculino/26/FB8-4501-026/FB8-4501-026_zoom2.jpg?ts=1669728118&"",""https://static.netshoes.com.br/produtos/tenis-adidas-runfalcon-30-masculino/26/FB8-4501-026/FB8-4501-026_zoom3.jpg?ts=1669728118&"",""https://static.netshoes.com.br/produtos/tenis-adidas-runfalcon-30-masculino/26/FB8-4501-026/FB8-4501-026_zoom4.jpg?ts=1669728118&"",""https://static.netshoes.com.br/produtos/tenis-adidas-runfalcon-30-masculino/26/FB8-4501-026/FB8-4501-026_zoom5.jpg?ts=1669728118&"",""https://static.netshoes.com.br/produtos/tenis-adidas-runfalcon-30-masculino/26/FB8-4501-026/FB8-4501-026_zoom6.jpg?ts=1669728118&"",""https://static.netshoes.com.br/produtos/tenis-adidas-runfalcon-30-masculino/26/FB8-4501-026/FB8-4501-026_zoom7.jpg?ts=1669728118&"",""https://static.netshoes.com.br/produtos/tenis-adidas-runfalcon-30-masculino/26/FB8-4501-026/FB8-4501-026_zoom8.jpg?ts=1669728118&""]","{""Nome"":""Tênis Adidas Runfalcon 3.0 Masculino"",""Gênero"":""Masculino"",""Indicado para"":""Dia a Dia"",""Origem"":""Nacional"",""Marca"":""Adidas""}"
www.netshoes.com.br/chuteira-society-nike-beco-2-tf-HZM-3221-172,Chuteira Society Nike Beco 2 TF - Preto+Branco,42,329.99,170.99,189.99,"Domine os gramados artificiais com a Chuteira de Society Nike Beco 2 TF! Versátil para os boleiros de final de semana, essa Chuteira de society oferece conforto e o solado de borracha promove uma melhor movimentação nos campos sintéticos para você dar o melhor do seu jogo.","[""https://static.netshoes.com.br/produtos/chuteira-society-nike-beco-2-tf/72/HZM-3221-172/HZM-3221-172_zoom1.jpg?ts=1579716123&"",""https://static.netshoes.com.br/produtos/chuteira-society-nike-beco-2-tf/72/HZM-3221-172/HZM-3221-172_zoom2.jpg?ts=1579716123&"",""https://static.netshoes.com.br/produtos/chuteira-society-nike-beco-2-tf/72/HZM-3221-172/HZM-3221-172_zoom3.jpg?ts=1579716123&"",""https://static.netshoes.com.br/produtos/chuteira-society-nike-beco-2-tf/72/HZM-3221-172/HZM-3221-172_zoom4.jpg?ts=1579716123&""]","{""Nome"":""Chuteira Society Nike Beco 2 TF"",""Gênero"":""Unissex"",""Tipo"":""Society"",""Departamento BS"":""Esporte"",""Indicado para"":""Jogo"",""Material"":""Sintético"",""Estilo"":""Clássica"",""Cabedal"":""Material sintético resistente e texturizado"",""Solado"":""Borracha com mini-cravos para gramados artificiais."",""Garantia do Fabricante"":""Contra defeito de fabricação"",""Origem"":""Nacional"",""Marca"":""Nike""}"
www.netshoes.com.br/tenis-adidas-lite-racer-3-0-masculino-3ZP-3551-006,Tênis Adidas Lite Racer 3 0 Masculino - Preto,47,399.99,199.49,209.99,"Ideal para o dia a dia, o Tênis Lite Racer 3 0 Masculino pode ser o seu novo tênis casual favorito! Ele garante conforto aos pés, maciez e versatilidade para suas combinações urbanas com toque esportivo. Não é recomendado praticar atividades físicas com ele. Seu cabedal é respirável, com forro acolchoado e traz as três listras icônicas da marca. Além disso, é de peso leve e com excelente custo-benefício, redução de costuras e calce facilitado. Peça já o seu tênis masculino!","[""https://static.netshoes.com.br/produtos/tenis-adidas-lite-racer-3-0-masculino/06/3ZP-3551-006/3ZP-3551-006_zoom1.jpg?ts=1638362377&"",""https://static.netshoes.com.br/produtos/tenis-adidas-lite-racer-3-0-masculino/06/3ZP-3551-006/3ZP-3551-006_zoom2.jpg?ts=1638362377&"",""https://static.netshoes.com.br/produtos/tenis-adidas-lite-racer-3-0-masculino/06/3ZP-3551-006/3ZP-3551-006_zoom3.jpg?ts=1638362377&"",""https://static.netshoes.com.br/produtos/tenis-adidas-lite-racer-3-0-masculino/06/3ZP-3551-006/3ZP-3551-006_zoom4.jpg?ts=1638362377&"",""https://static.netshoes.com.br/produtos/tenis-adidas-lite-racer-3-0-masculino/06/3ZP-3551-006/3ZP-3551-006_zoom5.jpg?ts=1638362377&"",""https://static.netshoes.com.br/produtos/tenis-adidas-lite-racer-3-0-masculino/06/3ZP-3551-006/3ZP-3551-006_zoom6.jpg?ts=1638362377&"",""https://static.netshoes.com.br/produtos/tenis-adidas-lite-racer-3-0-masculino/06/3ZP-3551-006/3ZP-3551-006_zoom7.jpg?ts=1638362377&"",""https://static.netshoes.com.br/produtos/tenis-adidas-lite-racer-3-0-masculino/06/3ZP-3551-006/3ZP-3551-006_zoom8.jpg?ts=1638362377&""]","{""Nome"":""Tênis Adidas Lite Racer 3 0 Masculino"",""Gênero"":""Masculino"",""Departamento BS"":""Esporte"",""Indicado para"":""Dia a Dia"",""Estilo da Peça"":""Lisa"",""Material"":""Têxtil"",""Material Interno"":""Têxtil"",""Altura do Cano"":""Cano Baixo"",""Fechamento"":""Cadarço"",""Solado"":""Borracha"",""Peso do Produto"":""235 g (O peso do produto varia de acordo com a númeração)"",""Garantia do Fabricante"":""Contra defeito de fabricação"",""Origem"":""Nacional"",""Marca"":""Adidas""}"
www.netshoes.com.br/tenis-puma-smash-v2-D14-4129-026,Tênis Puma Smash V2 - Preto+Branco,31,349.99,239.99,239.99,"O Tênis Couro Puma Smash V2 exibe um estilo urbano esportivo, em dia com as novidades em tendências da moda. Um modelo renovado, que refresca as combinações e carrega o clássico perfil Puma. Seu cabedal em camurça dá um up nas produções urbanas, com solado em borracha vulcanizada para maior durabilidade. Aposte na versatilidade desse tênis casual e mostre sua personalidade com a Puma!","[""https://static.netshoes.com.br/produtos/tenis-puma-smash-v2/26/D14-4129-026/D14-4129-026_zoom1.jpg?ts=1677159792&"",""https://static.netshoes.com.br/produtos/tenis-puma-smash-v2/26/D14-4129-026/D14-4129-026_zoom2.jpg?ts=1677159792&"",""https://static.netshoes.com.br/produtos/tenis-puma-smash-v2/26/D14-4129-026/D14-4129-026_zoom3.jpg?ts=1677159792&"",""https://static.netshoes.com.br/produtos/tenis-puma-smash-v2/26/D14-4129-026/D14-4129-026_zoom4.jpg?ts=1677159792&"",""https://static.netshoes.com.br/produtos/tenis-puma-smash-v2/26/D14-4129-026/D14-4129-026_zoom5.jpg?ts=1677159792&""]","{""Nome"":""Tênis Puma Smash V2"",""Gênero"":""Unissex"",""Departamento BS"":""Esporte"",""Indicado para"":""Dia a Dia"",""Estilo da Peça"":""Lisa"",""Material"":""Camurça"",""Material Interno"":""Têxtil"",""Altura do Cano"":""Cano Baixo"",""Fechamento"":""Cadarço"",""Linha"":""Smash"",""Solado"":""Borracha"",""Importante"":""Para um melhor ajuste nos pés, recomendamos a compra de um tamanho menor do que o seu usual. Forma grande."",""Peso do Produto"":""360  g (O peso do produto varia de acordo com a numeração)"",""Garantia do Fabricante"":""Contra defeito de fabricação"",""Origem"":""Nacional"",""Marca"":""Puma""}"
www.netshoes.com.br/tenis-adidas-ultimashow-feminino-NQQ-6926-026,Tênis Adidas Ultimashow Feminino - Preto+Branco,38,359.99,208.99,219.99,"O Tênis Adidas Ultimashow Feminino é sinônimo de conforto ultraleve e estilo autêntico para a prática do running. Pensado para a mulher moderna, esse tênis Adidas apresenta cabedal confeccionado em mesh que garante leveza e flexibilidade durante as passadas. O solado emborrachado fornece aderência e tração. Adquira já o seu!","[""https://static.netshoes.com.br/produtos/tenis-adidas-ultimashow-feminino/26/NQQ-6926-026/NQQ-6926-026_zoom1.jpg?ts=1612440206&"",""https://static.netshoes.com.br/produtos/tenis-adidas-ultimashow-feminino/26/NQQ-6926-026/NQQ-6926-026_zoom2.jpg?ts=1612440206&"",""https://static.netshoes.com.br/produtos/tenis-adidas-ultimashow-feminino/26/NQQ-6926-026/NQQ-6926-026_zoom3.jpg?ts=1612440206&"",""https://static.netshoes.com.br/produtos/tenis-adidas-ultimashow-feminino/26/NQQ-6926-026/NQQ-6926-026_zoom4.jpg?ts=1612440206&"",""https://static.netshoes.com.br/produtos/tenis-adidas-ultimashow-feminino/26/NQQ-6926-026/NQQ-6926-026_zoom5.jpg?ts=1612440206&"",""https://static.netshoes.com.br/produtos/tenis-adidas-ultimashow-feminino/26/NQQ-6926-026/NQQ-6926-026_zoom6.jpg?ts=1612440206&"",""https://static.netshoes.com.br/produtos/tenis-adidas-ultimashow-feminino/26/NQQ-6926-026/NQQ-6926-026_zoom7.jpg?ts=1612440206&""]","{""Nome"":""Tênis Adidas Ultimashow Feminino"",""Gênero"":""Feminino"",""Indicado para"":""Dia a Dia"",""Material"":""Mesh"",""Categoria"":""Amortecimento Estável"",""Composição"":""Cabedal: Confeccionado em material leve, macio e flexível, que proporciona excelente ventilação interna. Entressola: Em EVA que fornece amortecimento e estabilidade durante as passadas. Solado: Em borracha que fornece aderência e tração em cada passo."",""Importante"":""Para um melhor ajuste nos pés, recomendamos a compra de um tamanho menor do que o seu usual. Forma grande."",""Garantia do Fabricante"":""Contra Defeito de Fabricação"",""Origem"":""Estrangeira - Adquirida no mercado interno"",""Marca"":""Adidas""}"
www.netshoes.com.br/camiseta-nike-sportswear-club-masculina-HZM-3502-026,Camiseta Nike Sportswear Club Masculina - Preto+Branco,50,119.99,59.99,59.99,"Complete o visual para o dia a dia com a Camiseta Nike Masculina Sportswear Club! O tecido leve te mantém confortável e confiante para um rolê com os amigos, enquanto o logo da marca agrega valor ao visual. Adquira já!","[""https://static.netshoes.com.br/produtos/camiseta-nike-sportswear-club-masculina/26/HZM-3502-026/HZM-3502-026_zoom1.jpg?ts=1630602950&"",""https://static.netshoes.com.br/produtos/camiseta-nike-sportswear-club-masculina/26/HZM-3502-026/HZM-3502-026_zoom2.jpg?ts=1630602950&"",""https://static.netshoes.com.br/produtos/camiseta-nike-sportswear-club-masculina/26/HZM-3502-026/HZM-3502-026_zoom3.jpg?ts=1630602950&"",""https://static.netshoes.com.br/produtos/camiseta-nike-sportswear-club-masculina/26/HZM-3502-026/HZM-3502-026_zoom4.jpg?ts=1630602950&"",""https://static.netshoes.com.br/produtos/camiseta-nike-sportswear-club-masculina/26/HZM-3502-026/HZM-3502-026_zoom5.jpg?ts=1630602950&"",""https://static.netshoes.com.br/produtos/camiseta-nike-sportswear-club-masculina/26/HZM-3502-026/HZM-3502-026_zoom6.jpg?ts=1630602950&"",""https://static.netshoes.com.br/produtos/camiseta-nike-sportswear-club-masculina/26/HZM-3502-026/HZM-3502-026_zoom7.jpg?ts=1630602950&""]","{""Nome"":""Camiseta Nike Sportswear Club Masculina"",""Gênero"":""Masculino"",""Departamento BS"":""Esporte"",""Indicado para"":""Dia a Dia"",""Estilo da Peça"":""Com logo"",""Gola"":""Gola Careca"",""Material"":""Algodão"",""Manga"":""Manga Curta"",""Composição"":""100% algodão"",""Dimensões Aproximadas"":""Modelo Veste M: Ombro: 48 cm, Tórax: 106 cm, Comprimento: 76 cm"",""Garantia do Fabricante"":""Contra defeito de fabricação"",""Origem"":""Nacional"",""Marca"":""Nike""}"
www.netshoes.com.br/tenis-adidas-ultimashow-masculino-NQQ-6927-026,Tênis Adidas Ultimashow Masculino - Preto,27,359.99,246.99,259.99,Saia para correr ou caminhar com o Tênis Adidas Ultimashow Masculino! É confeccionado em amterial que proporciona circulação de ar e frescor para os pés durante duas atividades. Entressola macia e confortável e solado em borracha para maior tração dos movimentos. Aposte na Adidas para complementar o seu sportwear com tradição e quadliade!,"[""https://static.netshoes.com.br/produtos/tenis-adidas-ultimashow-masculino/26/NQQ-6927-026/NQQ-6927-026_zoom1.jpg?ts=1612440206&"",""https://static.netshoes.com.br/produtos/tenis-adidas-ultimashow-masculino/26/NQQ-6927-026/NQQ-6927-026_zoom2.jpg?ts=1612440206&"",""https://static.netshoes.com.br/produtos/tenis-adidas-ultimashow-masculino/26/NQQ-6927-026/NQQ-6927-026_zoom3.jpg?ts=1612440206&"",""https://static.netshoes.com.br/produtos/tenis-adidas-ultimashow-masculino/26/NQQ-6927-026/NQQ-6927-026_zoom4.jpg?ts=1612440206&"",""https://static.netshoes.com.br/produtos/tenis-adidas-ultimashow-masculino/26/NQQ-6927-026/NQQ-6927-026_zoom5.jpg?ts=1612440206&"",""https://static.netshoes.com.br/produtos/tenis-adidas-ultimashow-masculino/26/NQQ-6927-026/NQQ-6927-026_zoom6.jpg?ts=1612440206&"",""https://static.netshoes.com.br/produtos/tenis-adidas-ultimashow-masculino/26/NQQ-6927-026/NQQ-6927-026_zoom7.jpg?ts=1612440206&""]","{""Nome"":""Tênis Adidas Ultimashow Masculino"",""Gênero"":""Masculino"",""Indicado para"":""Dia a Dia"",""Material"":""Têxtil"",""Categoria"":""Leveza/Velocidade"",""Composição"":""Cabedal: mesh elástico e forro acolchoado; Entressola: EVA; Solado: Borracha."",""Pisada"":""Neutra"",""Importante"":""Para um melhor ajuste nos pés, recomendamos a compra de um tamanho maior do que o seu usual. Forma Pequena."",""Garantia do Fabricante"":""Contra defeito de fabricação"",""Origem"":""Estrangeira - Adquirida no mercado interno"",""Marca"":""Adidas""}"
